	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
1630033	11	havana	gene	109002465	109037967	.	-	.	" ""AP003123.1"""	[]
1630037	11	ensembl	gene	109005517	109005623	.	+	.	" ""RNU6-654P"""	[]
1630040	11	ensembl	gene	109120878	109120986	.	-	.	" ""RNA5SP349"""	[]
1630043	11	ensembl	gene	109263494	109263564	.	-	.	" ""SNORD39"""	[]
1630046	11	havana	gene	109355085	109583907	.	-	.	" ""AP003049.2"""	[]
1630058	11	ensembl_havana	gene	109422190	109429167	.	+	.	" ""C11orf87"""	[]
1630068	11	havana	gene	109486968	109487424	.	-	.	" ""AP003049.1"""	[]
1630071	11	havana	gene	109637468	109638128	.	-	.	" ""AP003102.1"""	[]
1630074	11	havana	gene	109741625	109823893	.	-	.	" ""LINC02715"""	[]
1630093	11	ensembl_havana	gene	109864295	110296712	.	-	.	" ""RDX"""	[]
1630538	11	havana	gene	109907004	109907741	.	-	.	" ""TFAMP2"""	[]
1630541	11	havana_tagene	gene	109946581	109975996	.	+	.	" ""AP001981.2"""	[]
1630546	11	havana	gene	109982192	109983043	.	+	.	" ""RPSAP50"""	[]
1630549	11	havana	gene	109985243	109985660	.	-	.	" ""AP001981.1"""	[]
1630552	11	havana	gene	110049528	110050160	.	+	.	" ""AP001889.1"""	[(11, 110019972.0, 110220104.0)]
1630555	11	ensembl_havana	gene	110093392	110171841	.	+	.	" ""ZC3H12C"""	[(11, 110019972.0, 110220104.0)]
1630605	11	havana	gene	110355130	110407613	.	+	.	" ""LINC02732"""	[]
1630630	11	ensembl_havana	gene	110429948	110464884	.	+	.	" ""FDX1"""	[]
1630644	11	ensembl_havana	gene	110577042	110713189	.	-	.	" ""ARHGAP20"""	[]
1630841	11	havana	gene	110788026	110788976	.	-	.	" ""HNRNPA1P60"""	[]
1630844	11	havana	gene	110876994	110877177	.	-	.	" ""AP002963.1"""	[]
1630847	11	havana_tagene	gene	111013452	111027636	.	+	.	" ""AP003973.4"""	[]
1630851	11	ensembl	gene	111040098	111040208	.	-	.	" ""RNA5SP350"""	[]
1630854	11	havana	gene	111089870	111090368	.	-	.	" ""AP003973.2"""	[]
1630857	11	havana	gene	111091932	111179641	.	-	.	" ""LINC02550"""	[]
1630866	11	havana_tagene	gene	111097155	111106001	.	+	.	" ""AP003973.3"""	[]
1630871	11	havana	gene	111105547	111105895	.	-	.	" ""RPS17P15"""	[]
1630874	11	havana	gene	111107060	111107750	.	-	.	" ""AP003973.1"""	[]
1630877	11	ensembl_havana	gene	111245726	111286401	.	+	.	" ""C11orf53"""	[]
1630924	11	ensembl_havana	gene	111290787	111305498	.	-	.	" ""COLCA1"""	[]
1630943	11	ensembl_havana	gene	111298555	111308735	.	+	.	" ""COLCA2"""	[]
1631051	11	havana_tagene	gene	111320379	111323816	.	+	.	" ""AP002448.1"""	[]
1631059	11	mirbase	gene	111347757	111347824	.	+	.	" ""MIR4491"""	[]
1631062	11	ensembl_havana	gene	111352255	111455630	.	-	.	" ""POU2AF1"""	[]
1631132	11	ensembl	gene	111383092	111383219	.	+	.	" ""RNU2-60P"""	[]
1631135	11	havana	gene	111414242	111418186	.	-	.	" ""AP002008.3"""	[]
1631141	11	havana	gene	111448450	111475397	.	+	.	" ""AP002008.2"""	[]
1631197	11	ensembl_havana	gene	111467526	111512354	.	-	.	" ""BTG4"""	[]
1631241	11	havana	gene	111510600	111513888	.	+	.	" ""AP002008.4"""	[]
1631245	11	mirbase	gene	111512938	111513021	.	+	.	" ""MIR34B"""	[]
1631248	11	mirbase	gene	111513439	111513515	.	+	.	" ""MIR34C"""	[]
1631251	11	havana	gene	111514043	111526755	.	-	.	" ""AP002008.1"""	[]
1631255	11	ensembl_havana	gene	111514785	111537031	.	+	.	" ""C11orf88"""	[]
1631319	11	ensembl_havana	gene	111540280	111561745	.	+	.	" ""LAYN"""	[]
1631480	11	ensembl_havana	gene	111602449	111730855	.	+	.	" ""SIK2"""	[]
1631520	11	havana	gene	111670956	111672404	.	-	.	" ""AP000925.1"""	[]
1631523	11	ensembl	gene	111683111	111683424	.	+	.	" ""RN7SKP273"""	[]
1631526	11	ensembl_havana	gene	111726908	111766389	.	-	.	" ""PPP2R1B"""	[]
1631779	11	havana	gene	111768668	111778350	.	-	.	" ""AP001781.1"""	[]
1631790	11	ensembl_havana	gene	111782195	111871581	.	-	.	" ""ALG9"""	[]
1632096	11	havana	gene	111786286	111879425	.	-	.	" ""AP001781.2"""	[]
1632162	11	havana	gene	111817214	111829212	.	-	.	" ""ALG9-IT1"""	[]
1632166	11	havana	gene	111864254	111864460	.	+	.	" ""GNG5P3"""	[]
1632169	11	ensembl_havana	gene	111874056	111881243	.	-	.	" ""FDXACB1"""	[]
1632209	11	ensembl_havana	gene	111878935	111885975	.	+	.	" ""C11orf1"""	[]
1632273	11	havana	gene	111889199	111889474	.	-	.	" ""RPL37AP8"""	[]
1632276	11	ensembl_havana	gene	111908564	111923722	.	-	.	" ""CRYAB"""	[]
1632496	11	ensembl_havana	gene	111912734	111914093	.	+	.	" ""HSPB2"""	[]
1632506	11	havana	gene	111912736	111926871	.	+	.	" ""HSPB2-C11orf52"""	[]
1632533	11	ensembl_havana	gene	111918032	111926871	.	+	.	" ""C11orf52"""	[]
1632567	11	ensembl_havana	gene	111927144	112022653	.	+	.	" ""DIXDC1"""	[]
1632722	11	ensembl	gene	111928400	111928508	.	+	.	" ""RNA5SP351"""	[]
1632725	11	havana	gene	111945639	111946892	.	-	.	" ""AP000907.1"""	[]
1632729	11	havana	gene	112015307	112016124	.	+	.	" ""AP000907.2"""	[]
1632733	11	ensembl_havana	gene	112024814	112064390	.	+	.	" ""DLAT"""	[]
1632859	11	havana	gene	112029858	112030367	.	-	.	" ""PPIHP1"""	[]
1632862	11	ensembl	gene	112032499	112032598	.	-	.	" ""RNU6-893P"""	[]
1632865	11	havana	gene	112036627	112036863	.	-	.	" ""AP000907.3"""	[]
1632868	11	ensembl_havana	gene	112064010	112074274	.	-	.	" ""PIH1D2"""	[]
1632972	11	ensembl_havana	gene	112074086	112085150	.	+	.	" ""NKAPD1"""	[]
1633106	11	ensembl_havana	gene	112084800	112086798	.	-	.	" ""TIMM8B"""	[]
1633140	11	ensembl_havana	gene	112086824	112120016	.	+	.	" ""SDHD"""	[]
1633264	11	havana	gene	112086903	112193805	.	+	.	" ""AP002884.2"""	[]
1633311	11	ensembl_havana	gene	112143253	112164096	.	-	.	" ""IL18"""	[]
1633375	11	havana	gene	112165197	112172606	.	-	.	" ""AP002884.1"""	[]
1633381	11	ensembl_havana	gene	112167372	112172556	.	+	.	" ""TEX12"""	[]
1633412	11	ensembl_havana	gene	112175510	112224699	.	+	.	" ""BCO2"""	[]
1633694	11	havana	gene	112180773	112183191	.	+	.	" ""KCTD9P4"""	[]
1633699	11	havana	gene	112208601	112208898	.	+	.	" ""MRPS36P4"""	[]
1633702	11	havana	gene	112218326	112218720	.	+	.	" ""RPS12P21"""	[]
1633705	11	ensembl_havana	gene	112226367	112269955	.	+	.	" ""PTS"""	[]
1633802	11	havana	gene	112235371	112236025	.	-	.	" ""RPS6P16"""	[]
1633805	11	ensembl_havana	gene	112248153	112260860	.	-	.	" ""PLET1"""	[]
1633819	11	havana	gene	112260265	112261396	.	+	.	" ""AP002884.3"""	[]
1633822	11	havana	gene	112267290	112268371	.	-	.	" ""ST13P10"""	[]
1633825	11	havana	gene	112270749	112362534	.	+	.	" ""LINC02762"""	[]
1633848	11	ensembl	gene	112352556	112352662	.	-	.	" ""RNU6-44P"""	[]
1633851	11	havana	gene	112393118	112624567	.	+	.	" ""LINC02763"""	[]
1633873	11	havana	gene	112461468	112461920	.	-	.	" ""RPL23AP62"""	[]
1633876	11	havana	gene	112534220	112555802	.	-	.	" ""LINC02764"""	[]
1633882	11	ensembl	gene	112602354	112602452	.	-	.	" ""AP003063.1"""	[]
1633885	11	havana	gene	112637342	112751131	.	+	.	" ""AP003100.2"""	[]
1633896	11	havana_tagene	gene	112698772	112721151	.	-	.	" ""AP003100.3"""	[]
1633901	11	havana	gene	112787304	112795854	.	+	.	" ""AP003100.1"""	[]
1633905	11	havana	gene	112822806	112835124	.	-	.	" ""AC016902.1"""	[]
1633910	11	havana	gene	112959279	112963460	.	-	.	" ""AP000802.1"""	[]
1633926	11	ensembl_havana	gene	112961247	113278436	.	+	.	" ""NCAM1"""	[]
1634592	11	ensembl	gene	112977353	112977420	.	+	.	" ""RNU7-187P"""	[]
1634595	11	havana	gene	113265137	113274032	.	-	.	" ""NCAM1-AS1"""	[]
1634610	11	havana	gene	113278250	113314482	.	-	.	" ""AP000880.1"""	[]
1634625	11	ensembl_havana	gene	113314529	113383544	.	+	.	" ""TTC12"""	[]
1635110	11	havana	gene	113368478	113369117	.	+	.	" ""AP002840.2"""	[]
1635113	11	ensembl_havana	gene	113387779	113400416	.	+	.	" ""ANKK1"""	[]
1635148	11	havana	gene	113405321	113412117	.	+	.	" ""AP002840.1"""	[]
1635154	11	ensembl_havana	gene	113409605	113475691	.	-	.	" ""DRD2"""	[]
1635289	11	mirbase	gene	113450023	113450088	.	-	.	" ""MIR4301"""	[]
1635292	11	ensembl_havana	gene	113687547	113706373	.	-	.	" ""TMPRSS5"""	[]
1635571	11	havana	gene	113711720	113712398	.	+	.	" ""MTRF1LP1"""	[]
1635574	11	ensembl_havana	gene	113733187	113773735	.	-	.	" ""ZW10"""	[]
1635665	11	havana	gene	113751116	113751286	.	-	.	" ""RPS29P19"""	[]
1635668	11	havana	gene	113769660	113769994	.	+	.	" ""AP003170.5"""	[]
1635671	11	havana	gene	113770393	113771691	.	-	.	" ""AP003170.4"""	[]
1635675	11	ensembl_havana	gene	113779747	113780500	.	+	.	" ""CLDN25"""	[]
1635683	11	havana	gene	113789231	113791366	.	+	.	" ""ATF4P4"""	[]
1635688	11	havana	gene	113789242	113790027	.	+	.	" ""AP003170.2"""	[]
1635691	11	havana	gene	113791466	113791752	.	+	.	" ""LRRC37A13P"""	[]
1635694	11	ensembl_havana	gene	113797874	113875570	.	-	.	" ""USP28"""	[]
1636046	11	havana	gene	113818077	113822458	.	+	.	" ""AP003170.3"""	[]
1636051	11	havana	gene	113820856	113821885	.	-	.	" ""AP003170.1"""	[]
1636054	11	ensembl	gene	113859346	113859449	.	+	.	" ""RNU6-1107P"""	[]
1636057	11	ensembl_havana	gene	113904677	113949078	.	+	.	" ""HTR3B"""	[]
1636115	11	ensembl_havana	gene	113974881	113990313	.	+	.	" ""HTR3A"""	[]
1636254	11	ensembl_havana	gene	114059711	114256765	.	+	.	" ""ZBTB16"""	[]
1636342	11	havana_tagene	gene	114159791	114161166	.	-	.	" ""AP002755.1"""	[]
1636346	11	havana	gene	114210616	114356571	.	-	.	" ""AP002518.2"""	[]
1636351	11	ensembl_havana	gene	114257787	114313285	.	+	.	" ""NNMT"""	[]
1636399	11	havana	gene	114343052	114396219	.	-	.	" ""AP002518.1"""	[]
1636409	11	ensembl_havana	gene	114391443	114400511	.	-	.	" ""C11orf71"""	[]
1636426	11	ensembl_havana	gene	114400030	114414203	.	+	.	" ""RBM7"""	[]
1636540	11	havana	gene	114400682	114443932	.	+	.	" ""AP002373.1"""	[]
1636558	11	ensembl_havana	gene	114439386	114450279	.	+	.	" ""REXO2"""	[]
1636763	11	havana	gene	114453064	114454123	.	+	.	" ""AP002373.2"""	[]
1636766	11	havana	gene	114512706	114513431	.	-	.	" ""NXPE2P1"""	[]
1636769	11	havana	gene	114517864	114518371	.	+	.	" ""AC020549.3"""	[]
1636772	11	ensembl_havana	gene	114521645	114559895	.	-	.	" ""NXPE1"""	[]
1636868	11	ensembl	gene	114527129	114527232	.	+	.	" ""AC020549.1"""	[]
1636871	11	ensembl_havana	gene	114570591	114595786	.	-	.	" ""NXPE4"""	[]
1636906	11	havana	gene	114583253	114584692	.	+	.	" ""AC020549.2"""	[]
1636909	11	ensembl_havana	gene	114678527	114707069	.	+	.	" ""NXPE2"""	[]
1636927	11	ensembl	gene	115128218	115128373	.	-	.	" ""AP003179.1"""	[]
1636930	11	ensembl_havana	gene	115169218	115504957	.	-	.	" ""CADM1"""	[]
1637238	11	havana_tagene	gene	115332529	115333418	.	-	.	" ""AP000465.1"""	[]
1637242	11	havana	gene	115333577	115340262	.	+	.	" ""AP000462.3"""	[]
1637246	11	havana	gene	115363629	115377931	.	+	.	" ""AP000462.1"""	[]
1637250	11	havana	gene	115396756	115397658	.	+	.	" ""AP000462.2"""	[]
1637260	11	havana	gene	115532322	115532953	.	-	.	" ""AP003174.2"""	[]
1637264	11	havana	gene	115538869	115539384	.	-	.	" ""AP003174.3"""	[]
1637267	11	havana	gene	115578049	115578243	.	+	.	" ""RPL12P46"""	[]
1637270	11	havana	gene	115582297	115600339	.	+	.	" ""AP003174.1"""	[]
1637275	11	ensembl	gene	115627082	115627185	.	-	.	" ""AP000997.1"""	[]
1637278	11	havana	gene	115628065	115629743	.	+	.	" ""AP000997.2"""	[]
1637283	11	havana	gene	115638563	115646962	.	+	.	" ""AP000997.3"""	[]
1637286	11	havana	gene	115659168	115661417	.	+	.	" ""AP000997.4"""	[]
1637289	11	havana	gene	115659658	115843146	.	+	.	" ""LINC02698"""	[]
1637294	11	havana	gene	115731942	115734742	.	-	.	" ""AP002991.1"""	[]
1637297	11	havana_tagene	gene	115734848	115756926	.	+	.	" ""AP002991.2"""	[]
1637303	11	havana	gene	115753889	115760646	.	-	.	" ""LINC00900"""	[]
1637336	11	havana	gene	115920248	115943181	.	+	.	" ""LINC02703"""	[]
1637354	11	havana	gene	115950196	115950801	.	-	.	" ""AP000797.2"""	[]
1637357	11	havana	gene	115951105	115951491	.	-	.	" ""AP000797.1"""	[]
1637360	11	havana	gene	116496899	116500630	.	-	.	" ""LINC02151"""	[]
1637364	11	havana	gene	116609995	116610094	.	-	.	" ""AP000770.1"""	[]
1637367	11	havana	gene	116639422	116658295	.	+	.	" ""LINC02702"""	[]
1637386	11	ensembl_havana	gene	116748170	116772987	.	-	.	" ""BUD13"""	[]
1637448	11	havana	gene	116773389	116774205	.	+	.	" ""AP006216.1"""	[]
1637452	11	ensembl_havana	gene	116773799	116788039	.	-	.	" ""ZPR1"""	[]
1637600	11	ensembl_havana	gene	116789367	116792420	.	-	.	" ""APOA5"""	[]
1637636	11	havana	gene	116813204	116814003	.	-	.	" ""AP006216.2"""	[]
1637640	11	havana	gene	116820645	116821541	.	+	.	" ""AP006216.3"""	[]
1637644	11	ensembl_havana	gene	116820700	116823304	.	-	.	" ""APOA4"""	[]
1637656	11	ensembl_havana	gene	116829706	116833072	.	+	.	" ""APOC3"""	[]
1637707	11	ensembl_havana	gene	116835751	116837950	.	-	.	" ""APOA1"""	[]
1637767	11	havana	gene	116836117	116856018	.	+	.	" ""APOA1-AS"""	[]
1637775	11	ensembl_havana	gene	116843402	117098437	.	-	.	" ""SIK3"""	[]
1638075	11	ensembl	gene	117015897	117015992	.	+	.	" ""RNY4P6"""	[]
1638078	11	havana	gene	117035797	117036051	.	-	.	" ""AP000936.3"""	[]
1638081	11	havana	gene	117098987	117108170	.	+	.	" ""AP000936.1"""	[]
1638086	11	havana	gene	117117794	117119181	.	-	.	" ""AP000936.2"""	[]
1638091	11	havana	gene	117135528	117138582	.	+	.	" ""AP005018.2"""	[]
1638098	11	havana	gene	117143891	117144191	.	-	.	" ""AP005018.1"""	[]
1638101	11	ensembl_havana	gene	117144284	117176894	.	+	.	" ""PAFAH1B2"""	[]
1638193	11	ensembl_havana	gene	117178736	117197445	.	+	.	" ""SIDT2"""	[]
1638615	11	ensembl_havana	gene	117199370	117207464	.	+	.	" ""TAGLN"""	[]
1638714	11	ensembl_havana	gene	117204337	117232525	.	-	.	" ""PCSK7"""	[]
1638880	11	havana	gene	117204967	117210292	.	+	.	" ""AP000892.4"""	[]
1638883	11	ensembl_havana	gene	117232625	117286454	.	+	.	" ""RNF214"""	[]
1639049	11	ensembl	gene	117263799	117263952	.	+	.	" ""AP000892.2"""	[]
1639052	11	ensembl_havana	gene	117285207	117316259	.	-	.	" ""BACE1"""	[]
1639249	11	havana	gene	117288453	117293571	.	+	.	" ""BACE1-AS"""	[]
1639260	11	havana	gene	117297005	117297328	.	-	.	" ""AP000892.3"""	[]
1639263	11	ensembl_havana	gene	117314557	117413266	.	+	.	" ""CEP164"""	[]
1639497	11	havana	gene	117316362	117328038	.	-	.	" ""AP000892.1"""	[]
1639502	11	havana	gene	117336256	117336631	.	-	.	" ""PRR13P3"""	[]
1639505	11	ensembl_havana	gene	117427772	117817525	.	-	.	" ""DSCAML1"""	[]
1639793	11	havana	gene	117611101	117612017	.	-	.	" ""AP000711.1"""	[]
1639796	11	havana	gene	117668483	117668858	.	+	.	" ""AP001554.1"""	[]
1639799	11	ensembl_havana	gene	117800844	117828698	.	-	.	" ""FXYD2"""	[]
1639889	11	havana	gene	117818443	117821992	.	+	.	" ""AP000757.2"""	[]
1639894	11	ensembl_havana	gene	117820163	117876667	.	-	.	" ""FXYD6-FXYD2"""	[]
1639947	11	havana	gene	117833719	117838942	.	+	.	" ""AP000757.1"""	[]
1639960	11	ensembl_havana	gene	117836976	117877486	.	-	.	" ""FXYD6"""	[]
1640221	11	ensembl_havana	gene	117900641	117929459	.	-	.	" ""TMPRSS13"""	[]
1640382	11	ensembl_havana	gene	117986348	118003037	.	+	.	" ""IL10RA"""	[]
1640482	11	havana	gene	118003634	118088299	.	-	.	" ""SMIM35"""	[]
1640516	11	ensembl	gene	118067237	118067539	.	+	.	" ""RN7SL828P"""	[]
1640519	11	ensembl_havana	gene	118077012	118121890	.	+	.	" ""TMPRSS4"""	[]
1640865	11	ensembl_havana	gene	118133377	118152888	.	-	.	" ""SCN4B"""	[]
1640908	11	ensembl_havana	gene	118157849	118176639	.	-	.	" ""SCN2B"""	[]
1640949	11	ensembl_havana	gene	118193725	118225094	.	-	.	" ""JAML"""	[]
1641150	11	havana	gene	118208932	118209211	.	-	.	" ""HSPE1P18"""	[]
1641153	11	ensembl_havana	gene	118226690	118252365	.	-	.	" ""MPZL3"""	[]
1641214	11	ensembl_havana	gene	118253416	118264536	.	-	.	" ""MPZL2"""	[]
1641268	11	havana	gene	118264593	118266817	.	+	.	" ""AP002800.1"""	[]
1641271	11	ensembl_havana	gene	118304545	118316175	.	+	.	" ""CD3E"""	[]
1641341	11	havana	gene	118322789	118323083	.	-	.	" ""AP001582.1"""	[]
1641344	11	ensembl_havana	gene	118338954	118342744	.	-	.	" ""CD3D"""	[]
1641401	11	ensembl_havana	gene	118344344	118355161	.	+	.	" ""CD3G"""	[]
1641485	11	ensembl_havana	gene	118359585	118399211	.	+	.	" ""UBE4A"""	[]
1641603	11	havana	gene	118397095	118401895	.	-	.	" ""AP001267.1"""	[]
1641610	11	havana	gene	118401602	118482737	.	+	.	" ""AP001267.5"""	[]
1641641	11	ensembl_havana	gene	118401606	118431496	.	+	.	" ""ATP5MG"""	[]
1641704	11	havana	gene	118415977	118416521	.	+	.	" ""AP001267.4"""	[]
1641707	11	havana	gene	118433121	118435206	.	-	.	" ""AP001267.2"""	[]
1641710	11	ensembl_havana	gene	118436490	118526832	.	+	.	" ""KMT2A"""	[]
1642093	11	havana	gene	118510273	118531094	.	-	.	" ""AP001267.3"""	[]
1642115	11	ensembl_havana	gene	118527472	118531197	.	+	.	" ""TTC36"""	[]
1642153	11	ensembl_havana	gene	118531041	118547280	.	+	.	" ""TMEM25"""	[]
1642494	11	ensembl_havana	gene	118544528	118572970	.	-	.	" ""IFT46"""	[]
1642716	11	havana	gene	118560690	118561580	.	+	.	" ""RPL5P30"""	[]
1642719	11	ensembl_havana	gene	118572390	118603033	.	+	.	" ""ARCN1"""	[]
1642821	11	ensembl	gene	118593988	118594093	.	+	.	" ""RNU6-1157P"""	[]
1642824	11	ensembl_havana	gene	118606440	118658031	.	+	.	" ""PHLDB1"""	[]
1643281	11	havana	gene	118636620	118638097	.	+	.	" ""AP000941.1"""	[]
1643285	11	mirbase	gene	118644000	118644079	.	+	.	" ""MIR6716"""	[]
1643288	11	ensembl_havana	gene	118657316	118679690	.	-	.	" ""TREH"""	[]
1643403	11	havana	gene	118688033	118690599	.	-	.	" ""TREHP1"""	[]
1643409	11	havana	gene	118700427	118750263	.	+	.	" ""AP002954.1"""	[]
1643418	11	ensembl	gene	118702342	118702447	.	+	.	" ""RNU6-376P"""	[]
1643421	11	havana_tagene	gene	118721104	118729412	.	-	.	" ""AP002954.2"""	[]
1643425	11	ensembl_havana	gene	118747763	118791164	.	-	.	" ""DDX6"""	[]
1643559	11	havana	gene	118791254	118793137	.	+	.	" ""AP004609.3"""	[]
1643562	11	havana	gene	118821895	118822084	.	+	.	" ""AP004609.2"""	[]
1643565	11	havana	gene	118833846	118834556	.	-	.	" ""SETP16"""	[]
1643568	11	ensembl	gene	118836010	118836111	.	+	.	" ""Y_RNA"""	[]
1643571	11	ensembl_havana	gene	118883892	118897787	.	+	.	" ""CXCR5"""	[]
1643581	11	havana	gene	118885841	118887742	.	-	.	" ""AP004609.1"""	[]
1643585	11	ensembl_havana	gene	118893875	118925608	.	-	.	" ""BCL9L"""	[]
1643648	11	mirbase	gene	118910708	118910787	.	+	.	" ""MIR4492"""	[]
1643651	11	ensembl_havana	gene	118925164	118958559	.	+	.	" ""UPK2"""	[]
1643674	11	ensembl	gene	118931216	118931490	.	+	.	" ""RN7SL688P"""	[]
1643677	11	ensembl	gene	118970498	118970595	.	+	.	" ""Y_RNA"""	[]
1643680	11	ensembl_havana	gene	118971712	118981287	.	+	.	" ""FOXR1"""	[]
1643724	11	ensembl	gene	118994334	118994630	.	+	.	" ""Metazoa_SRP"""	[]
1643727	11	ensembl	gene	118994560	118994655	.	+	.	" ""Y_RNA"""	[]
1643730	11	havana	gene	118994824	118998004	.	-	.	" ""CCDC84-DT"""	[]
1643737	11	ensembl_havana	gene	118998138	119015793	.	+	.	" ""CCDC84"""	[]
1643856	11	havana	gene	119003012	119003446	.	-	.	" ""RPL23AP64"""	[]
1643859	11	havana	gene	119003742	119004893	.	-	.	" ""AP003392.1"""	[]
1643863	11	havana	gene	119005727	119005934	.	-	.	" ""AP003392.2"""	[]
1643866	11	ensembl_havana	gene	119015712	119018691	.	-	.	" ""RPS25"""	[]
1643922	11	ensembl_havana	gene	119018763	119025454	.	+	.	" ""TRAPPC4"""	[]
1644059	11	mirbase	gene	119018944	119019012	.	+	.	" ""AP003392.11"""	[]
1644062	11	ensembl_havana	gene	119024114	119030906	.	-	.	" ""SLC37A4"""	[]
1644306	11	ensembl_havana	gene	119044188	119057227	.	-	.	" ""HYOU1"""	[]
1644859	11	havana	gene	119044188	119045493	.	+	.	" ""AP003392.3"""	[]
1644863	11	havana	gene	119065263	119065677	.	-	.	" ""AP003392.4"""	[]
1644866	11	havana	gene	119067374	119067698	.	-	.	" ""AP003392.5"""	[]
1644869	11	ensembl_havana	gene	119067692	119081978	.	+	.	" ""VPS11"""	[]
1645014	11	ensembl_havana	gene	119084866	119093549	.	+	.	" ""HMBS"""	[]
1645664	11	ensembl_havana	gene	119093854	119095467	.	-	.	" ""H2AFX"""	[]
1645681	11	ensembl_havana	gene	119096503	119108331	.	-	.	" ""DPAGT1"""	[]
1645918	11	ensembl_havana	gene	119102198	119118544	.	+	.	" ""C2CD2L"""	[]
1646044	11	ensembl_havana	gene	119121580	119136059	.	+	.	" ""HINFP"""	[]
1646162	11	ensembl_havana	gene	119149052	119162653	.	+	.	" ""ABCG4"""	[]
1646292	11	ensembl_havana	gene	119166568	119184016	.	+	.	" ""NLRX1"""	[]
1646484	11	ensembl_havana	gene	119185457	119190223	.	+	.	" ""PDZD3"""	[]
1646663	11	ensembl_havana	gene	119189638	119196769	.	-	.	" ""CCDC153"""	[]
1646712	11	ensembl_havana	gene	119206276	119313926	.	+	.	" ""CBL"""	[]
1646872	11	ensembl	gene	119289562	119289677	.	-	.	" ""RNU6-262P"""	[]
1646875	11	ensembl_havana	gene	119308529	119321521	.	-	.	" ""MCAM"""	[]
1647018	11	mirbase	gene	119312950	119313012	.	-	.	" ""MIR6756"""	[]
1647021	11	ensembl	gene	119323293	119323409	.	-	.	" ""AP002956.1"""	[]
1647024	11	ensembl_havana	gene	119334527	119337309	.	+	.	" ""RNF26"""	[]
1647032	11	havana	gene	119336249	119337309	.	-	.	" ""AP003396.1"""	[]
1647036	11	havana	gene	119338942	119346705	.	-	.	" ""MFRP"""	[]
1647132	11	havana	gene	119338942	119340940	.	-	.	" ""C1QTNF5"""	[]
1647165	11	ensembl_havana	gene	119355215	119381711	.	-	.	" ""USP2"""	[]
1647283	11	havana	gene	119364359	119526664	.	+	.	" ""USP2-AS1"""	[]
1647350	11	havana	gene	119372706	119381613	.	+	.	" ""AP003396.3"""	[]
1647357	11	havana	gene	119402792	119404088	.	+	.	" ""AP003396.2"""	[]
1647360	11	havana	gene	119403963	119404227	.	-	.	" ""AP003396.4"""	[]
1647363	11	ensembl_havana	gene	119417378	119424985	.	-	.	" ""THY1"""	[]
1647452	11	havana	gene	119417951	119419114	.	+	.	" ""AP003396.5"""	[]
1647456	11	havana	gene	119444991	119445519	.	-	.	" ""DUXAP5"""	[]
1647459	11	havana	gene	119602875	119604306	.	-	.	" ""KRT8P7"""	[]
1647462	11	havana	gene	119608423	119659284	.	+	.	" ""AP003393.1"""	[]
1647475	11	ensembl_havana	gene	119623408	119729200	.	-	.	" ""NECTIN1"""	[]
1647542	11	ensembl	gene	119656311	119656416	.	+	.	" ""RNU6-1123P"""	[]
1647545	11	havana	gene	119709920	119713925	.	+	.	" ""NECTIN1-AS1"""	[]
1647550	11	havana	gene	119729583	119739623	.	+	.	" ""AP003390.1"""	[]
1647556	11	havana	gene	119821304	119822129	.	-	.	" ""AP001994.1"""	[]
1647559	11	havana_tagene	gene	119832966	119867682	.	+	.	" ""AP001994.2"""	[]
1647563	11	havana_tagene	gene	119892700	119919996	.	+	.	" ""AP001994.3"""	[]
1647568	11	havana_tagene	gene	119976111	120009588	.	+	.	" ""AP001360.3"""	[]
1647572	11	havana	gene	119987952	119995037	.	-	.	" ""LINC02744"""	[]
1647590	11	havana	gene	120008044	120013620	.	-	.	" ""AP001360.1"""	[]
1647610	11	havana_tagene	gene	120026753	120028341	.	+	.	" ""AP001360.2"""	[]
1647614	11	ensembl_havana	gene	120111286	120185529	.	-	.	" ""TRIM29"""	[]
1647824	11	havana	gene	120168977	120171679	.	+	.	" ""AP000679.1"""	[]
1647831	11	ensembl_havana	gene	120211032	120230334	.	+	.	" ""OAF"""	[]
1647861	11	ensembl_havana	gene	120236640	120319945	.	+	.	" ""POU2F3"""	[]
1647978	11	havana	gene	120249759	120265932	.	-	.	" ""AP001150.1"""	[]
1647992	11	ensembl_havana	gene	120325129	120333682	.	+	.	" ""TLCD5"""	[]
1648034	11	ensembl_havana	gene	120336413	120489937	.	+	.	" ""ARHGEF12"""	[]
1648382	11	ensembl	gene	120365666	120365963	.	+	.	" ""7SK"""	[]
1648385	11	ensembl_havana	gene	120511700	120988904	.	+	.	" ""GRIK4"""	[]
1648562	11	havana	gene	120619934	120620267	.	-	.	" ""ELOCP22"""	[]
1648565	11	havana	gene	120867933	120894797	.	-	.	" ""AP004147.1"""	[]
1648569	11	havana	gene	120936102	120936654	.	-	.	" ""HMGB1P42"""	[]
1648572	11	ensembl_havana	gene	121024072	121090775	.	+	.	" ""TBCEL"""	[]
1648728	11	havana	gene	121024125	121113108	.	+	.	" ""AP000646.1"""	[]
1648761	11	ensembl_havana	gene	121101173	121191493	.	+	.	" ""TECTA"""	[]
1648966	11	havana	gene	121238304	121238688	.	+	.	" ""AP001124.1"""	[]
1648969	11	havana	gene	121250270	121250978	.	-	.	" ""RPS4XP12"""	[]
